"Node ID",Title,"Date & Time",Habitat,Location,State,Method,Notes,"Number of Cranes","Spotter Username","Created Date"
5716,Observation,"2010-10-29 13:36:00","Agricultural field","45.43340848, -87.65849477",MI,"Ground count","3 of 4;GNR LOC OF AG FIELD",0,admin,"2019-07-18 19:15:20"
5717,Observation,"2010-10-29 13:36:00","Agricultural field","45.43649117, -87.52499886",MI,"Ground count","4 of 4;GNR LOC OF AG FIELD",0,admin,"2019-07-18 19:15:20"
5718,Observation,"2010-10-29 14:00:00",Wetland,"42.52301813, -85.18226658",MI,"Point count","INTSEC OF RDS PER DESC; ROOSTED IN FIELD WTHIN AREA",54,admin,"2019-07-18 19:15:20"
5719,Observation,"2010-10-29 14:00:00","Agricultural field","42.54977448, -86.1310483",MI,"Ground count","GNR LOC OF ALLEGAN STATE GAME AREA",8,admin,"2019-07-18 19:15:20"
5720,Observation,"2010-10-29 14:00:00",Wetland,"43.245064, -88.858571",WI,"Point count","MUD LAKE WILDLIFE AREA",12,admin,"2019-07-18 19:15:20"
5721,Observation,"2010-10-29 15:00:00","Agricultural field","35.39782069, -84.99029683",TN,"Ground count","GNR LOC OF AG FIELD PER DESC",163,admin,"2019-07-18 19:15:20"
5722,Observation,"2010-10-29 15:00:00","Agricultural field","42.427012, -85.375042",MI,"Ground count","4 of 4;CNT PNT OF SEC 33",0,admin,"2019-07-18 19:15:20"
5723,Observation,"2010-10-29 15:00:00","Agricultural field","42.427142, -85.394685",MI,"Ground count ","3 of 4;CNT PNT OF SEC 32",0,admin,"2019-07-18 19:15:20"
5724,Observation,"2010-10-29 15:00:00","Agricultural field","42.441494, -85.375021",MI,"Ground count","2 of 4;CNT PNT OF SEC 28",0,admin,"2019-07-18 19:15:20"
5725,Observation,"2010-10-29 15:00:00","Agricultural field","42.441707, -85.39452",MI,"Ground count","1 of 4;CNT PNT OF SEC 29",12,admin,"2019-07-18 19:15:20"
5726,Observation,"2010-10-29 16:15:00","Agricultural field","42.19656755, -84.54911011",MI,"Ground count","CNT PNT OF SEC 21",27,admin,"2019-07-18 19:15:20"
5727,Observation,"2010-10-29 19:00:00",Wetland,"42.397534, -84.990885",MI,"Point count","GNR LOC OF BENARD BAKER AUDUBON SANCTUARY",6396,admin,"2019-07-18 19:15:20"
5728,Observation,"2010-10-29 19:00:00","Mixed-Wetland Agricultural field","44.134356, -88.924341",WI,"Ground count",.,2500,admin,"2019-07-18 19:15:20"
5729,Observation,"2010-10-29 19:30:00",Wetland,"42.323098, -84.291077",MI,"Point count","GNR LOC OF HAEHNLE SANCTUARY",2722,admin,"2019-07-18 19:15:20"
5730,Observation,"2010-10-29 20:30:00",Wetland,"42.156199, -85.5633065",MI,"Point count","2 of 2;GNR LOC OF MARSH",0,admin,"2019-07-18 19:15:20"
5731,Observation,"2010-10-29 20:30:00",Wetland,"42.15953338, -85.56426237",MI,"Point count","1 of 2;GNR LOC OF MARSH",1092,admin,"2019-07-18 19:15:20"
5732,Observation,"2010-10-29 20:30:00",Wetland,"42.63284038, -88.15714411",WI,"Ground count","RICHARD BONG STATE REC AREA; CONTACTED NATURALIST AND GAVE ME ROOSTING LOCATIONS",6,admin,"2019-07-18 19:15:20"
5733,Observation,"2010-10-29 20:30:00",Wetland,"44.032694, -89.274111",WI,"Point count",.,979,admin,"2019-07-18 19:15:20"
5734,Observation,"2010-10-29 21:00:00",Wetland,"41.98694277, -85.29607933",MI,"Ground count","GNR LOC OF MUD LAKE PER DESC",69,admin,"2019-07-18 19:15:20"
5735,Observation,"2010-10-29 21:00:00","Agricultural field","42.48895072, -85.40550374",MI,"Ground count","GNR LOC OF AG FIELD PER DESC",350,admin,"2019-07-18 19:15:20"
5736,Observation,"2010-10-29 21:00:00",Wetland,"42.5006226, -85.41540183",MI,"Ground count","CNT PNT SEC 6; CROOKED LAKE",170,admin,"2019-07-18 19:15:20"
5737,Observation,"2010-10-29 21:00:00","Agricultural field","42.82718123, -83.62993026",MI,"Ground count","GNR LOC PER DESC",24,admin,"2019-07-18 19:15:20"
5738,Observation,"2010-10-29 21:00:00","Agricultural field","42.83321291, -83.63084967",MI,"Ground count","GNR LOC PER DESC",6,admin,"2019-07-18 19:15:20"
5739,Observation,"2010-10-29 21:00:00","Agricultural field","42.85562212, -83.64837524",MI,"Ground count","GNR LOC PER DESC",12,admin,"2019-07-18 19:15:20"
5740,Observation,"2010-10-29 21:00:00","Agricultural field","43.68563, -89.55371",WI,"Ground count","OBSERVATIONS FROM GROUND AG FIELDS AND CREEKS",1323,admin,"2019-07-18 19:15:20"
5741,Observation,"2010-10-29 21:10:00",Wetland,"42.31469031, -84.36297208",MI,"Point count","GNR LOC OF PORTAGE RIVER",32,admin,"2019-07-18 19:15:20"
5742,Observation,"2010-10-29 21:15:00",Wetland,"42.157822, -84.278562",MI,"Point count","GNR LOC OF STONY LAKE",395,admin,"2019-07-18 19:15:20"
5743,Observation,"2010-10-29 21:30:00",Wetland,"42.301536, -84.131543",MI,"Point count","GNR LOC OF NOTTEN LAKE",289,admin,"2019-07-18 19:15:20"
5744,Observation,"2010-10-29 21:30:00",Wetland,"42.34271757, -84.27978591",MI,"Point count","CNT PNT OF SEC 35",536,admin,"2019-07-18 19:15:20"
5745,Observation,"2010-10-29 21:30:00",Wetland,"43.347069, -84.0429",MI,"Point count","1 of 2;SHIAWASSEE NATIONAL WILDLIFE REFUGE",362,admin,"2019-07-18 19:15:20"
5746,Observation,"2010-10-29 21:30:00",Wetland,"43.362041, -84.011313",MI,"Point count","2 of 2;SHIAWASSEE NATIONAL WILDLIFE REFUGE",0,admin,"2019-07-18 19:15:20"
5747,Observation,"2010-10-29 22:00:00",Wetland,"42.231872, -84.944948",MI,"Point count","GNR LOC OF STUART LAKE PER DESC",168,admin,"2019-07-18 19:15:20"
5748,Observation,"2010-10-29 22:10:00",Wetland,"42.773904, -83.814262",MI,"Point count","BENNETT LAKIE",449,admin,"2019-07-18 19:15:20"
5749,Observation,"2010-10-29 22:15:00","Agricultural field","42.14446494, -85.66524764",MI,"Ground count","3 of 5;EST ROOST HARRISON LAKE",0,admin,"2019-07-18 19:15:20"
5750,Observation,"2010-10-29 22:15:00","Agricultural field","42.14738107, -85.70211704",MI,"Ground count","1 of5;EST ROOST HARRISON LAKE",748,admin,"2019-07-18 19:15:20"
5751,Observation,"2010-10-29 22:15:00","Agricultural field","42.15173548, -85.70404441",MI,"Ground count","2 of 5;EST ROOST HARRISON LAKE",0,admin,"2019-07-18 19:15:20"
5752,Observation,"2010-10-29 22:15:00","Agricultural field","42.16421922, -85.66145171",MI,"Ground count","5 of 5;EST ROOST HARRISON LAKE",0,admin,"2019-07-18 19:15:20"
5753,Observation,"2010-10-29 22:15:00","Agricultural field","42.17088145, -85.65059848",MI,"Ground count","4 of 5;EST ROOST HARRISON LAKE",0,admin,"2019-07-18 19:15:20"
5754,Observation,"2010-10-29 22:15:00",Wetland,"42.38568766, -84.17206098",MI,"Point count","GNR LOC OF MARSH",286,admin,"2019-07-18 19:15:20"
5755,Observation,"2010-10-29 22:17:00",Wetland,"43.170659, -85.165049",MI,"Point count","GNR LOC OF MARSH",94,admin,"2019-07-18 19:15:20"
5756,Observation,"2010-10-29 22:20:00",Wetland,"42.06156983, -85.59978503",MI,"Point count","GNR LOC OF MILLBURN PEAT FARM",10,admin,"2019-07-18 19:15:20"
5757,Observation,"2010-10-29 22:25:00",Wetland,"42.476081, -85.352313",MI,"Point count","CNT PNT OF SHALLOW GILKEY LAKE PER DESC",125,admin,"2019-07-18 19:15:20"
5758,Observation,"2010-10-29 22:30:00",Wetland,"42.40476118, -85.33647137",MI,"Point count","GNR LOC OF MARSH PER DESC",127,admin,"2019-07-18 19:15:20"
5759,Observation,"2010-10-29 22:30:00",Wetland,"42.844045, -84.330688",MI,"Point count","GNR LOC OF SCENIC LAKE",236,admin,"2019-07-18 19:15:20"
5760,Observation,"2010-10-29 22:45:00",Wetland,"42.49488, -85.325587",MI,"Point count","N END OF FAIR LAKE",221,admin,"2019-07-18 19:15:20"
5761,Observation,"2010-10-29 22:50:00",Wetland,"42.40118111, -84.62612446",MI,"Point count",.,2,admin,"2019-07-18 19:15:20"
5762,Observation,"2010-10-29 22:50:00",Wetland,"42.40525998, -84.61826256",MI,"Point count",.,144,admin,"2019-07-18 19:15:20"
5763,Observation,"2010-10-29 23:15:00",Wetland,"42.20236595, -85.25735132",MI,"Point count","INTSEC OF SEC 16 17 20 21; WETLAND ",959,admin,"2019-07-18 19:15:20"
5764,Observation,"2010-10-29 23:20:00",Wetland,"41.749023, -86.00713",IN,"Point count","1 of 2;APPROXIMATION ON LOCATION BECAUSE OBSERVER SAW CRANES FLY IN BUT COULD NOT SEE CRANES ON GROUND THROUGH TREES",127,admin,"2019-07-18 19:15:20"
5765,Observation,"2010-10-30 14:00:00","Agricultural field","42.035645, -84.506684",MI,"Ground count","GNR LOC PER DESC",9,admin,"2019-07-18 19:15:20"
5766,Observation,"2010-10-30 14:50:00","Agricultural field","44.22715771, -84.94248554",MI,"Ground count","CNT PNT OF SEC 8",20,admin,"2019-07-18 19:15:20"
5767,Observation,"2010-10-30 15:10:00","Agricultural field","44.22732566, -84.96258136",MI,"Ground count","CNT PNT OF SEC 7",15,admin,"2019-07-18 19:15:20"
5768,Observation,"2010-10-30 15:20:00","Agricultural field","44.32983494, -85.04491753",MI,"Ground count","CNT PNT OF SEC 4",40,admin,"2019-07-18 19:15:20"
5769,Observation,"2010-10-30 16:15:00","Agricultural field","44.39492785, -84.96988084",MI,"Ground count","GNR LOC OF AG FIELD PER DESC; POSS PAIR ON SUM TERR",2,admin,"2019-07-18 19:15:20"
5770,Observation,"2010-10-30 16:30:00","Agricultural field","44.25611066, -84.9427827",MI,"Ground count","CNT PNT OF SEC 32",5,admin,"2019-07-18 19:15:20"
5771,Observation,"2010-10-30 16:45:00","Agricultural field","44.32852051, -84.94445627",MI,"Ground count","CNT PNT OF SEC 5",4,admin,"2019-07-18 19:15:20"
5772,Observation,"2010-10-30 17:00:00","Agricultural field","44.31389793, -84.96941281",MI,"Ground count","GNR LOC OF AG FIELD PER DESC",360,admin,"2019-07-18 19:15:20"
5773,Observation,"2010-10-30 20:00:00",Wetland,"41.98611635, -85.38694733",MI,"Point count","GNR LOC OF LEIDY LAKE SGA",39,admin,"2019-07-18 19:15:20"
5774,Observation,"2010-10-30 20:10:00",Wetland,"42.15242261, -84.2009103",MI,"Point count","CNT PNT OF SEC 4",71,admin,"2019-07-18 19:15:20"
5775,Observation,"2010-10-30 21:30:00","Mixed-Wetland Agricultural field","41.91905174, -85.47798418",MI,"Ground count","CNT PNT OF SEC 28",47,admin,"2019-07-18 19:15:20"
5776,Observation,"2010-10-30 21:39:00",Wetland,"42.63501827, -86.16799553",MI,"Point count","GNR LOC OF MORRISON BAYOU PER DESC",419,admin,"2019-07-18 19:15:20"
5777,Observation,"2010-10-30 22:00:00",Wetland,"42.90043148, -83.51536913",MI,"Point count","GALE LAKE",44,admin,"2019-07-18 19:15:20"
5778,Observation,"2010-10-30 22:00:00",Wetland,"42.90845457, -83.50527002",MI,"Point count","GOODRICH MILLPOND",98,admin,"2019-07-18 19:15:20"
5779,Observation,"2010-10-30 22:30:00",Wetland,"41.86926673, -86.05850499",MI,"Point count ","CNT PNT OF MULLEN LAKE",737,admin,"2019-07-18 19:15:20"
5780,Observation,"2010-10-30 22:30:00","Agricultural field","41.942197, -85.04374",MI,"Ground count","GNR LOC; AG FIELD",80,admin,"2019-07-18 19:15:20"
5781,Observation,"2010-10-30 23:15:00",Wetland,"41.777943, -84.97478",MI,"Point count","CNT PNT OF HUYCK LAKE PER DESC",23,admin,"2019-07-18 19:15:20"
5782,Observation,"2010-10-31 12:00:00",Wetland,"30.78915611, -82.29045148",GA,"Ground count",.,52,admin,"2019-07-18 19:15:20"
5783,Observation,"2010-10-31 13:00:00",Wetland,"42.81312592, -83.61809214",MI,"Point count","MAUNALOA LAKE",71,admin,"2019-07-18 19:15:20"
5784,Observation,"2010-10-31 21:15:00",Wetland,"41.94781907, -86.03936329",MI,"Point count","2 of 2;CNT PNT OF SEC 15 PER DESC",0,admin,"2019-07-18 19:15:20"
5785,Observation,"2010-10-31 21:15:00",Wetland,"41.96221005, -86.0394204",MI,"Point count","1 of 2;CNT PNT OF SEC 10 PER DESC",435,admin,"2019-07-18 19:15:20"
5786,Observation,"2010-10-31 23:10:00","Agricultural field","44.2570269, -83.93679324",MI,"Point count",.,900,admin,"2019-07-18 19:15:20"
5787,Observation,"2010-11-01 13:30:00",Wetland,"42.78975654, -84.43967638",MI,"Ground count","GNR LOC OF PARK LAKE PER DESC",3,admin,"2019-07-18 19:15:20"
5788,Observation,"2010-11-01 14:40:00","Mixed-Wetland Agricultural field","42.40589583, -84.1035317",MI,"Ground count","CNT PNT BOYCE LAKE",40,admin,"2019-07-18 19:15:20"
5789,Observation,"2010-11-01 15:00:00",Wetland,"39.809481, -85.512916",IN,"Ground count",.,30,admin,"2019-07-18 19:15:20"
5790,Observation,"2010-11-01 19:30:00",Wetland,"43.466503, -88.627223",WI,"Point count",.,415,admin,"2019-07-18 19:15:20"
5791,Observation,"2010-11-01 20:30:00","Agricultural field","43.66170323, -84.75788613",MI,"Ground count","CNT PNT OF SEC 26; DES MILE MARKER 147 ON I-127",150,admin,"2019-07-18 19:15:20"
5792,Observation,"2010-11-01 21:30:00",Wetland,"42.31343333, -84.14383707",MI,"Point count","GNR LOC OF MARSH",16,admin,"2019-07-18 19:15:20"
5793,Observation,"2010-11-01 22:15:00",Wetland,"42.23729357, -84.09964043",MI,"Point count","CNT PNT OF WETLAND PER DESC",284,admin,"2019-07-18 19:15:20"
5794,Observation,"2010-11-12 12:00:00",Wetland,"42.65931677, -85.61355453",MI,"Ground count","CNT PNT OF SEC 9",5,admin,"2019-07-18 19:15:20"
5795,Observation,"2010-11-12 12:00:00","Agricultural field","42.79153176, -85.20286966",MI,"Ground count","CNT PNT OF SEC 25",2,admin,"2019-07-18 19:15:20"
5796,Observation,"2011-10-25 12:15:00",Wetland,"44.52765305, -88.61930884",WI,"Ground count","GNR LOC OF HERB BEHNKE UNIT",558,admin,"2019-07-18 19:15:20"
5797,Observation,"2011-10-25 12:30:00",Wetland,"41.143607, -86.93826",IN,"Point count",.,6607,admin,"2019-07-18 19:15:20"
5798,Observation,"2011-10-25 23:30:00",Wetland,"41.748216, -86.01717",IN,"Ground count","APPROXIMATION ON LOCATION BECAUSE OBSERVER SAW CRANES FLY IN BUT COULD NOT SEE CRANES ON GROUND THROUGH TREES",100,admin,"2019-07-18 19:15:20"
5799,Observation,"2011-10-26 12:15:00",Wetland,"44.649107, -88.533239",WI,"Point count","MIGHT HAVE GPS POINTS FOR AREA; SURVEYED PIKES PEAK REFUGE",6088,admin,"2019-07-18 19:15:20"
5800,Observation,"2011-10-27 12:10:00",Wetland,"44.641545, -88.618924",WI,"Ground count","OBSERVED CRANES IN AG FIELD; BUT NOTED CRANES ROOST IN SHALLOW MARSH; COORDINATES ARE FOR SHALLOW MARSH",2017,admin,"2019-07-18 19:15:20"
5801,Observation,"2011-10-27 13:00:00","Agricultural field","40.711637, -82.088849",OH,"Ground count",.,89,admin,"2019-07-18 19:15:20"
5802,Observation,"2011-10-27 19:00:00","Agricultural field","42.52745735, -85.18912182",MI,"Ground count","CNT PNT OF MULT CROP FIELDS",460,admin,"2019-07-18 19:15:20"
5803,Observation,"2011-10-27 21:00:00","Agricultural field","42.48096615, -85.39814252",MI,"Ground count","GNR LOC OF AG FIELD PER DESC",227,admin,"2019-07-18 19:15:20"
5804,Observation,"2011-10-27 21:00:00",Sandbar,"43.8152, -89.9056",WI,"Ground count",.,706,admin,"2019-07-18 19:15:20"
5805,Observation,"2011-10-27 22:20:00",Wetland,"42.38568766, -84.17106098",MI,"Point count","CNT PNT OF MERKLE LAKE",36,admin,"2019-07-18 19:15:20"
5806,Observation,"2011-10-27 23:30:00",Wetland,"42.121672, -85.505542",MI,"Point count","CNT PNT THRALL LAKE",16,admin,"2019-07-18 19:15:20"
5807,Observation,"2011-10-28 12:10:00","Mixed-Wetland Agricultural field","42.50191754, -88.37341268",WI,"Ground count","2 of 3;CNT PNT OF SEC 33",0,admin,"2019-07-18 19:15:20"
5808,Observation,"2011-10-28 12:10:00","Mixed-Wetland Agricultural field","42.50191754, -88.41266476",WI,"Ground count","3 of 3;CNT PNT OF SEC 31",0,admin,"2019-07-18 19:15:20"
5809,Observation,"2011-10-28 12:10:00","Mixed-Wetland Agricultural field","42.53080237, -88.37367349",WI,"Ground count","1 of3;CNT PNT OF SEC 21",641,admin,"2019-07-18 19:15:20"
5810,Observation,"2011-10-28 12:15:00",Wetland,"45.707632, -92.687826",WI,"Ground count","2 of 2;FISH LAKE WA",0,admin,"2019-07-18 19:15:20"
5811,Observation,"2011-10-28 12:15:00",Wetland,"45.80789685, -92.64576579",WI,"Ground count","1 of 2;CREX MEADOWS WA",12957,admin,"2019-07-18 19:15:20"
5812,Observation,"2011-10-28 12:20:00",Wetland,"42.10611082, -85.55188962",MI,"Ground count","CNT PNT OF WETLAND COMPLEX AS DESC IN SEC 23",161,admin,"2019-07-18 19:15:20"
5813,Observation,"2011-10-28 12:30:00","Mixed-Wetland Agricultural field","38.930204, -85.795008",IN,"Ground count","CNT PNT OF MUSCATATUCK NWR",4,admin,"2019-07-18 19:15:20"
5814,Observation,"2011-10-28 12:30:00","Mixed-Wetland Agricultural field","38.99072405, -87.16455494",IN,"Ground count","CNT PNT OF GOOSE POND FWA",1,admin,"2019-07-18 19:15:20"
5815,Observation,"2011-10-28 12:30:00",Wetland,"41.288145, -85.651244",IN,"Ground count","OBSERVED WETLAND AND AG FIELD; UNABLE TO IDENTIFY WHICH WETLAND",8,admin,"2019-07-18 19:15:20"
5816,Observation,"2011-10-28 12:30:00",Wetland,"41.355441, -85.668696",IN,"Ground count","OBSERVED WETLAND AND AG FIELD; UNABLE TO IDENTIFY WHICH WETLAND",2,admin,"2019-07-18 19:15:20"
5817,Observation,"2011-10-28 12:30:00","Agricultural field","41.455342, -86.584983",IN,"Ground count","HAVE GPS LOCATIONS FOR BOTH ROOST AND AG FIELDS",427,admin,"2019-07-18 19:15:20"
5818,Observation,"2011-10-28 12:30:00","Agricultural field","42.02325433, -84.12059016",MI,"Ground count","CNT PNT OF INTERSECT AS DESC; CRANES USED MLT FIELDS ON SIDES OF ROAD",16,admin,"2019-07-18 19:15:20"
5819,Observation,"2011-10-28 12:30:00",Wetland,"45.53349, -93.755292",MN,"Point count",.,5352,admin,"2019-07-18 19:15:20"
5820,Observation,"2011-10-28 12:35:00",Wetland,"42.35707323, -84.27990725",MI,"Ground count","CNT PNT OF SEC 26",8,admin,"2019-07-18 19:15:20"
5821,Observation,"2011-10-28 13:00:00","Agricultural field","42.99388251, -83.25214005",MI,"Ground count","CNT PNT OF SEC 26;SEEN FLOCK PRIOR TO SURVEY PERIOD",30,admin,"2019-07-18 19:15:20"
5822,Observation,"2011-10-28 13:00:00","Agricultural field","43.00802179, -83.2724895",MI,"Ground count","CNT PNT OF SEC 22",2,admin,"2019-07-18 19:15:20"
5823,Observation,"2011-10-28 13:00:00","Agricultural field","43.06944256, -83.17888312",MI,"Ground count","CNT PNT OF SEC 33",4,admin,"2019-07-18 19:15:20"
5824,Observation,"2011-10-28 13:00:00","Agricultural field","44.25912161, -83.94120348",MI,"Ground count","1 of 3;GNR LOC OF AG FIELDS",507,admin,"2019-07-18 19:15:20"
5825,Observation,"2011-10-28 13:00:00",Wetland,"44.26473714, -83.9389192",MI,"Ground count","2 of 3;GNR LOC OF WETLAND",0,admin,"2019-07-18 19:15:20"
5826,Observation,"2011-10-28 13:00:00","Agricultural field","44.26897258, -83.86582216",MI,"Ground count","3 of 3;GNR LOG OF AG FIELDS",0,admin,"2019-07-18 19:15:20"
5827,Observation,"2011-10-28 13:20:00","Agricultural field","45.17877135, -87.65643255",MI,"Ground count","GNR LOC OF AREA ON RD PER DESC",75,admin,"2019-07-18 19:15:20"
5828,Observation,"2011-10-28 13:25:00","Agricultural field","42.3585135, -84.26281396",MI,"Ground count","CNT PNT OF ROOST PER DESC AND MAP",723,admin,"2019-07-18 19:15:20"
5829,Observation,"2011-10-28 13:30:00","Agricultural field","42.61052, -85.363309",MI,"Ground count","CNT PNT OF DESC FIELD",5,admin,"2019-07-18 19:15:20"
5830,Observation,"2011-10-28 14:52:00","Agricultural field","45.3100015, -87.52407762",MI,"Ground count","CNT PNT OF SEC 28",32,admin,"2019-07-18 19:15:20"
5831,Observation,"2011-10-28 15:00:00","Agricultural field","42.79968, -85.074488",MI,"Ground count","GNR LOC OF STATE RD AND MUSKGROVE RD",2,admin,"2019-07-18 19:15:20"
5832,Observation,"2011-10-28 15:35:00","Agricultural field","42.377548, -84.080018",MI,"Ground count","CNT PNT OF LYNDON TWP",5,admin,"2019-07-18 19:15:20"
5833,Observation,"2011-10-28 15:45:00","Agricultural field","42.811511, -85.193255",MI,"Ground count","GNR LOC OF JACKSON RD AND RR TRACKS",2,admin,"2019-07-18 19:15:20"
5834,Observation,"2011-10-28 15:53:00","Agricultural field","42.49084617, -84.14941474",MI,"Ground count","CNT PNT OF SEC 12",39,admin,"2019-07-18 19:15:20"
5835,Observation,"2011-10-28 15:53:00","Agricultural field","42.53409545, -84.32702512",MI,"Ground count","CNT PNT OF SEC 28",10,admin,"2019-07-18 19:15:20"
5836,Observation,"2011-10-28 19:00:00",Wetland,"42.322098, -84.290077",MI,"Point count","CNT PNT OF MARSH",20,admin,"2019-07-18 19:15:20"
5837,Observation,"2011-10-28 19:08:00",Wetland,"42.396534, -84.989885",MI,"Point count","AUDUBON BAKER'S SANCTUARY",5817,admin,"2019-07-18 19:15:20"
5838,Observation,"2011-10-28 20:00:00","Mixed-Wetland Agricultural field","33.220284, -83.755757",GA,"Ground count","upland pine forest with scatterd lakes",0,admin,"2019-07-18 19:15:20"
5839,Observation,"2011-10-28 20:15:00",Wetland,"42.31469031, -84.36497208",MI,"Point count","CNT PNT OF MARSH BETWEEN TWP AND SEC 7 AND 12",782,admin,"2019-07-18 19:15:20"
5840,Observation,"2011-10-28 20:15:00","Mixed-Wetland Agricultural field","44.00420314, -89.31770589",WI,"Ground count","3 of 3;CNT PNT OF 28",0,admin,"2019-07-18 19:15:20"
5841,Observation,"2011-10-28 20:15:00","Mixed-Wetland Agricultural field","44.00448976, -89.35654202",WI,"Ground count","2 of 3;CNT PNT OF 30",0,admin,"2019-07-18 19:15:20"
5842,Observation,"2011-10-28 20:15:00","Mixed-Wetland Agricultural field","44.01882043, -89.35639871",WI,"Ground count","1 of 3;CNT PNT OF 19",1825,admin,"2019-07-18 19:15:20"
5843,Observation,"2011-10-28 21:00:00",Wetland,"42.156822, -84.277562",MI,"Point count","CNT PNT OF STONEY LAKE",663,admin,"2019-07-18 19:15:20"
5844,Observation,"2011-10-28 21:00:00",Wetland,"42.300536, -84.130543",MI,"Point count","CNT PNT OF NOTTEN LAKE",188,admin,"2019-07-18 19:15:20"
5845,Observation,"2011-10-28 21:00:00",Wetland,"42.31982, -84.334015",MI,"Point count","ADDED 4 FROM DON HENISE CUTLER RD OBS SHEET",1406,admin,"2019-07-18 19:15:20"
5846,Observation,"2011-10-28 21:00:00","Agricultural field","42.409986, -85.483329",MI,"Ground count","CNT PNT OF BUFFALO PND AS DESC",62,admin,"2019-07-18 19:15:20"
5847,Observation,"2011-10-28 21:15:00",Wetland,"42.152054, -84.206599",MI,"Point count","GNR PNT IN NOVELL LAKE PER DESC;ADD 3 FROM HEIDI DOMAN OBS OF COBB LAKE",47,admin,"2019-07-18 19:15:20"
5848,Observation,"2011-10-28 21:30:00",Wetland,"41.86762124, -84.29987183",MI,"Point count","CNT PNT OF WETLAND AS DESC",21,admin,"2019-07-18 19:15:20"
5849,Observation,"2011-10-28 21:45:00",Wetland,"42.40608354, -84.61958947",MI,"Point count","FULLER LAKE",141,admin,"2019-07-18 19:15:20"
5850,Observation,"2011-10-28 22:00:00",Wetland,"42.227872, -84.943948",MI,"Point count","GNR LOC OF STUART LAKE PER DESC AND MAP",131,admin,"2019-07-18 19:15:20"
5851,Observation,"2011-10-28 22:00:00",Wetland,"42.771904, -83.813262",MI,"Point count","GNR PNT AS DESC",587,admin,"2019-07-18 19:15:20"
5852,Observation,"2011-10-28 22:00:00",Wetland,"43.091429, -84.277903",MI,"Point count",.,234,admin,"2019-07-18 19:15:20"
5853,Observation,"2011-10-28 22:00:00","Mixed-Wetland Agricultural field","44.09074563, -88.93613776",WI,"Ground count","4 of 4;CNT PNT OF SEC 27",0,admin,"2019-07-18 19:15:20"
5854,Observation,"2011-10-28 22:00:00","Mixed-Wetland Agricultural field","44.09074563, -88.95631675",WI,"Ground count ","3 of 4;CNT PNT OF SEC 28",0,admin,"2019-07-18 19:15:20"
5855,Observation,"2011-10-28 22:00:00",Wetland,"44.134356, -88.923341",WI,"Ground count","1 of 4OBSERVED IN AG; ALFALFA; AND MARSH",5400,admin,"2019-07-18 19:15:20"
5856,Observation,"2011-10-28 22:00:00","Agricultural field","44.14865141, -88.93591833",WI,"Ground count","2 of 4;CNT PNT OF SEC 3",,admin,"2019-07-18 19:15:20"
5857,Observation,"2011-10-28 22:00:00",Wetland,"44.346502, -90.175496",WI,"Ground count","WEST GALLAGHER MARSH",1988,admin,"2019-07-18 19:15:20"
5858,Observation,"2011-10-28 22:15:00",Wetland,"43.169659, -85.164049",MI,"Point count","CNT OF MARSH N SIDE OF RD ",110,admin,"2019-07-18 19:15:20"
5859,Observation,"2011-10-28 22:20:00",Wetland,"42.53692785, -83.97034153",MI,"Point count","GRASS LAKE",307,admin,"2019-07-18 19:15:20"
5860,Observation,"2011-10-28 22:30:00",Wetland,"41.87226673, -86.05650499",MI,"Point count","CNT PNT OF MULLEN LAKE",588,admin,"2019-07-18 19:15:20"
5861,Observation,"2011-10-28 22:44:00",Wetland,"42.801136, -84.43845",MI,"Point count","CNT PNT BENGEL WILDLIFE CENTER-GRASS LAKE",110,admin,"2019-07-18 19:15:20"
5862,Observation,"2011-10-28 22:45:00",Wetland,"42.477081, -85.351313",MI,"Point count","CNT PNT FOR SHALLOW GILKEY LAKE",672,admin,"2019-07-18 19:15:20"
5863,Observation,"2011-10-28 23:00:00",Wetland,"42.205826, -85.263195",MI,"Point count","CNT PNT OF WETLAND COMPLEX",842,admin,"2019-07-18 19:15:20"
5864,Observation,"2011-10-28 23:00:00",Wetland,"42.258928, -85.352708",MI,"Point count","GNR LOC OF PORTAGE LAKE; COLDBROOK PARK",4,admin,"2019-07-18 19:15:20"
5865,Observation,"2011-10-28 23:10:00",Wetland,"42.15953338, -85.56326237",MI,"Point count","CNT PNT OF MANDIGO WETLAND PER DESC",672,admin,"2019-07-18 19:15:20"
5866,Observation,"2011-10-28 23:40:00",Wetland,"42.18607691, -84.55109096",MI,"Point count","CNT PNT OF LIME LAKE",33,admin,"2019-07-18 19:15:20"
5867,Observation,"2011-10-28 23:45:00",Wetland,"42.15088792, -85.52030764",MI,"Point count","CNT PNT OF SEC 6",27,admin,"2019-07-18 19:15:20"
5868,Observation,"2011-10-29 12:00:00",Wetland,"41.777943, -84.97878",MI,"Point count","CNT LOC OF HUYCK LAKE",23,admin,"2019-07-18 19:15:20"
5869,Observation,"2011-10-29 13:10:00",Wetland,"42.48097702, -84.34012595",MI,"Point count","GNR LOC OF WETLAND PER DESC",120,admin,"2019-07-18 19:15:20"
5870,Observation,"2011-10-29 15:30:00","Agricultural field","42.427012, -85.376042",MI,"Ground count","2 of 4;CNT PNT OF SEC 33",0,admin,"2019-07-18 19:15:20"
